1225208015	20250207	202502	2025	2025.1014											ARE	ABU DHABI	ARE								1	051	051	05	1	3.4	10	1	10	2.08955223880597	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20250207143000	https://www.sierraleonetimes.com/news/275032414/abu-dhabi-swaac-elso-conference-focuses-on-ai-uses-in-ecmo-programme
1225208016	20250207	202502	2025	2025.1014											AUS	AUSTRALIA	AUS								1	112	112	11	3	-2.0	2	1	2	-3.0952380952381	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250207143000	https://www.express.co.uk/celebrity-news/2011316/kanye-west-declares-im-nazi
1225208017	20250207	202502	2025	2025.1014											BTN	BHUTAN	BTN								0	017	017	01	1	0.0	4	1	4	3.64077669902913	0								1	Bhutan	BT	BT		27.5	90.5	BT	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20250207143000	https://www.globalsecurity.org/wmd/library/news/india/2025/india-250206-india-pib04.htm
1225208018	20250207	202502	2025	2025.1014											BTN	BHUTAN	BTN								0	017	017	01	1	0.0	1	1	1	3.64077669902913	0								1	Bhutan	BT	BT		27.5	90.5	BT	1	Bhutan	BT	BT		27.5	90.5	BT	20250207143000	https://www.globalsecurity.org/wmd/library/news/india/2025/india-250206-india-pib04.htm
1225208019	20250207	202502	2025	2025.1014											BTN	BHUTAN	BTN								0	042	042	04	1	1.9	5	1	5	3.64077669902913	0								1	Bhutan	BT	BT		27.5	90.5	BT	1	Bhutan	BT	BT		27.5	90.5	BT	20250207143000	https://www.globalsecurity.org/wmd/library/news/india/2025/india-250206-india-pib04.htm
1225208020	20250207	202502	2025	2025.1014											BUS	COMPANIES						BUS			0	010	010	01	1	0.0	10	1	10	-2.05245153933865	0								1	Belarus	BO	BO		53	28	BO	1	Belarus	BO	BO		53	28	BO	20250207143000	https://bnn-news.com/baltic-historic-disconnect-moment-how-will-baltic-states-move-on-from-russian-to-european-power-grid-264765
1225208021	20250207	202502	2025	2025.1014											BUS	BANK						BUS			1	013	013	01	1	0.4	10	1	10	-0.9727626459144	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250207143000	https://www.energy-storage.news/rising-solar-curtailment-in-europe-driving-value-of-co-location/
1225208022	20250207	202502	2025	2025.1014											BUS	BUSINESS LEADER						BUS			1	036	036	03	1	4.0	6	1	6	1.8348623853211	0								4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20250207143000	https://www.firstpost.com/world/modi-to-visit-us-on-trumps-invitation-on-feb-12-13-to-hold-talks-with-potus-foreign-secretary-13860659.html
1225208023	20250207	202502	2025	2025.1014											BUS	COMPANIES						BUS			0	036	036	03	1	4.0	10	1	10	-2.05245153933865	0								1	Belarus	BO	BO		53	28	BO	1	Belarus	BO	BO		53	28	BO	20250207143000	https://bnn-news.com/baltic-historic-disconnect-moment-how-will-baltic-states-move-on-from-russian-to-european-power-grid-264765
1225208024	20250207	202502	2025	2025.1014											BUS	ENTREPRENEUR						BUS			1	042	042	04	1	1.9	5	1	5	1.86915887850468	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250207143000	https://www.financialexpress.com/trending/inside-elon-musks-doge-the-indian-origin-engineer-and-a-team-of-young-tech-whizzes/3741123/
1225208025	20250207	202502	2025	2025.1014											BUS	PRODUCER						BUS			1	043	043	04	1	2.8	5	1	5	4.28571428571428	0								4	Sangam, Karnataka, India	IN	IN19	70157	16.2	76.05	-2110163	4	Sangam, Karnataka, India	IN	IN19	70157	16.2	76.05	-2110163	20250207143000	https://www.firstpost.com/entertainment/luv-films-vadh-2-team-pays-visit-to-mahakumbh-in-prayagraj-seeking-blessings-for-the-films-journey-sanjay-mishra-and-neena-guptas-picture-goes-viral-13860764.html
1225208026	20250207	202502	2025	2025.1014											BUS	ENTREPRENEUR						BUS			1	051	051	05	1	3.4	5	1	5	4.5643153526971	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250207143000	https://www.newkerala.com/news/o/amazon-dgft-aim-enable-80-billion-exports-india-2030-209
1225208027	20250207	202502	2025	2025.1014											CHN	MUDANJIANG	CHN								1	042	042	04	1	1.9	10	1	10	4.21686746987952	0								4	Suifenhe, Heilongjiang, China	CH	CH08	25088	44.4	131.167	-1927299	4	Suifenhe, Heilongjiang, China	CH	CH08	25088	44.4	131.167	-1927299	20250207143000	http://usa.chinadaily.com.cn/a/202502/07/WS67a5acfca310a2ab06eaabe4.html
1225208028	20250207	202502	2025	2025.1014											CHN	CHINA	CHN								0	042	042	04	1	1.9	6	1	6	-0.0908265213442396	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250207143000	https://rollcall.com/2025/02/07/trump-reboots-ai-policy/
1225208029	20250207	202502	2025	2025.1014											CHN	SHANGHAI	CHN								1	043	043	04	1	2.8	10	1	10	4.05405405405405	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Yangshan, Anhui, China	CH	CH01	12997	31.1782	118.63	10555214	20250207143000	https://www.shanghaisun.com/news/275031803/shanghai-port-marks-strong-start-to-year-with-record-container-throughput
1225208030	20250207	202502	2025	2025.1014											CHR	CHRISTIAN				CHR					1	020	020	02	1	3.0	13	1	10	-5.55555555555555	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250207143000	https://economictimes.indiatimes.com/news/international/global-trends/us-news-kanye-west-trump-free-sean-diddy-amid-grammy-outfit-controversy-kanye-wests-plea-to-trump-for-his-brother-puff-sean-diddy-combs/articleshow/118023771.cms
1225208031	20250207	202502	2025	2025.1014											COD	DR CONGO	COD								1	130	130	13	3	-4.4	10	1	10	-9.46601941747573	0								1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20250207143000	https://www.aljazeera.com/news/2025/2/7/worst-may-be-yet-to-come-un-rights-chief-warns-of-spread-of-drc-crisis
1225208032	20250207	202502	2025	2025.1014											COP	DETECTIVE						COP			0	020	020	02	1	3.0	5	1	5	-3.73871938117748	0								3	Grant County, Washington, United States	US	USWA		47.1499	-119.484	1531924	3	Grant County, Washington, United States	US	USWA		47.1499	-119.484	1531924	20250207143000	https://columbiabasinherald.com/news/2025/feb/07/inet-works-at-identifying-mitigating-narcotics-in-the-basin/
1225208033	20250207	202502	2025	2025.1014											CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	5	1	5	5.2930056710775	0								4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20250207143000	https://chimpreports.com/minister-anyakun-urges-women-entrepreneurs-to-repay-grow-loans/
