1218703872	20250103	202501	2025	2025.0082	PTY	PARTY LEADER									EDU	UNIVERSITY						EDU			1	180	180	18	4	-9.0	6	1	6	-4.28571428571428	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250103141500	https://aninews.in/news/national/general-news/bjp-leader-kushboo-demands-justice-in-anna-universitys-sexual-assault-case20250103192650/
1218703873	20250103	202501	2025	2025.0082	PTY	PARTY LEADER									EDU	UNIVERSITY						EDU			1	180	180	18	4	-9.0	4	1	4	-4.28571428571428	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250103141500	https://aninews.in/news/national/general-news/bjp-leader-kushboo-demands-justice-in-anna-universitys-sexual-assault-case20250103192650/
1218703874	20250103	202501	2025	2025.0082	PTY	PARTY LEADER									GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	3	1	3	-4.28571428571428	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250103141500	https://aninews.in/news/national/general-news/bjp-leader-kushboo-demands-justice-in-anna-universitys-sexual-assault-case20250103192650/
1218703875	20250103	202501	2025	2025.0082	PTY	PARTY LEADER									GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	4	1	4	-4.28571428571428	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250103141500	https://aninews.in/news/national/general-news/bjp-leader-kushboo-demands-justice-in-anna-universitys-sexual-assault-case20250103192650/
1218703876	20250103	202501	2025	2025.0082	PTY	POLITICIAN									MED	MEDIA						MED			1	040	040	04	1	1.0	10	1	10	2.99479166666667	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250103141500	https://theconversation.com/is-the-american-dream-achievable-these-students-are-examining-its-promises-and-pitfalls-238758
1218703877	20250103	202501	2025	2025.0082	REL	BISHOP																			0	040	040	04	1	1.0	2	1	2	3.00518134715026	4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	0								4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	20250103141500	https://aleteia.org/2025/01/03/exclusive-interview-with-friends-of-blessed-chiara-luce-badano
1218703878	20250103	202501	2025	2025.0082	REL	BISHOP									CHR	CHRISTIAN				CHR					1	046	046	04	1	7.0	10	1	10	-2.80373831775701	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	20250103141500	https://aleteia.org/2025/01/03/bishops-join-other-leaders-in-op-ed-against-deportation
1218703879	20250103	202501	2025	2025.0082	REL	PRIEST									IRL	IRELAND	IRL								0	042	042	04	1	1.9	6	1	6	-5.19750519750519	3	Lenexa, Kansas, United States	US	USKS	KS091	38.9536	-94.7336	479208	4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	20250103141500	https://www.roscommonherald.ie/tipperary-man-shot-dead-in-kansas-city-to-be-laid-to-rest-in-his-native-nenagh-on-saturday_arid-43133.html
1218703880	20250103	202501	2025	2025.0082	REL	SAINT									IRL	IRELAND	IRL								0	173	173	17	4	-5.0	6	1	6	-5.19750519750519	4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	4	Nenagh, North Tipperary, Ireland	EI	EI38	18305	52.8619	-8.19667	-1504831	20250103141500	https://www.roscommonherald.ie/tipperary-man-shot-dead-in-kansas-city-to-be-laid-to-rest-in-his-native-nenagh-on-saturday_arid-43133.html
1218703881	20250103	202501	2025	2025.0082	REL	BISHOP									ITA	ITALY	ITA								0	040	040	04	1	1.0	8	1	8	3.00518134715026	4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	4	Sassello, Liguria, Italy	IT	IT08	18373	44.4833	8.5	-129054	20250103141500	https://aleteia.org/2025/01/03/exclusive-interview-with-friends-of-blessed-chiara-luce-badano
1218703882	20250103	202501	2025	2025.0082	REL	BISHOP									SYR	SYRIA	SYR								0	012	012	01	1	-0.4	15	1	10	0.31298904538341	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250103141500	https://aleteia.org/2025/01/03/syrian-christians-must-stay-and-rebuild-nuncio-urges
1218703883	20250103	202501	2025	2025.0082	REL	SAINT									ZWE	ZIMBABWE	ZWE								0	010	010	01	1	0.0	1	1	1	2.36583958453549	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20250103141500	https://www.historytoday.com/archive/feature/cult-edward-confessor
1218703884	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS																		0	057	057	05	1	8.0	1	1	1	-2.60736196319018	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703885	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS																		1	1822	182	18	4	-9.0	2	1	2	-10.2628285356696	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250103141500	https://www.dailymail.co.uk/news/article-14247113/Ukrainian-mother-describes-Russians-stripped-naked-15-men-rape-stopped-torturing-screamed-loud-chilling-threat-daughter-five.html
1218703886	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								AFR	AFRICA	AFR								1	042	042	04	1	1.9	1	1	1	-2.60736196319018	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703887	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								COP	PRISON						COP			1	010	010	01	1	0.0	6	1	4	-10.2628285356696	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250103141500	https://www.dailymail.co.uk/news/article-14247113/Ukrainian-mother-describes-Russians-stripped-naked-15-men-rape-stopped-torturing-screamed-loud-chilling-threat-daughter-five.html
1218703888	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								COP	PRISON						COP			1	1822	182	18	4	-9.0	6	1	4	-10.2628285356696	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250103141500	https://www.dailymail.co.uk/news/article-14247113/Ukrainian-mother-describes-Russians-stripped-naked-15-men-rape-stopped-torturing-screamed-loud-chilling-threat-daughter-five.html
1218703889	20250103	202501	2025	2025.0082	RUS	MOSCOW	RUS								DZA	ALGERIA	DZA								0	043	043	04	1	2.8	8	1	8	-2.60736196319018	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703890	20250103	202501	2025	2025.0082	RUS	MOSCOW	RUS								DZA	ALGERIA	DZA								0	043	043	04	1	2.8	2	1	2	-2.60736196319018	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703891	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								DZA	ALGERIAN	DZA								0	190	190	19	4	-10.0	7	1	7	-2.60736196319018	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703892	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								DZA	ALGERIAN	DZA								0	190	190	19	4	-10.0	1	1	1	-2.60736196319018	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703893	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								GOV	GOVERNMENT						GOV			0	050	050	05	1	3.5	1	1	1	-3.6692759295499	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://magicvalley.com/news/state-regional/government-politics/jim-risch-senate-foreign-relations-trump-ukraine-gaza-syria/article_8b2182d2-c858-11ef-9ba7-ef9bd5406e7f.html
1218703894	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								GOV	GOVERNMENT						GOV			0	050	050	05	1	3.5	1	1	1	-3.6692759295499	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250103141500	https://magicvalley.com/news/state-regional/government-politics/jim-risch-senate-foreign-relations-trump-ukraine-gaza-syria/article_8b2182d2-c858-11ef-9ba7-ef9bd5406e7f.html
1218703895	20250103	202501	2025	2025.0082	RUS	MOSKVA	RUS								MNCUSA	BOEING	USA					MNC			0	043	043	04	1	2.8	7	1	7	-5.73613766730402	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://eturbonews.com/cause-boeing-737-kazan-crash-determined-loss-speed/
1218703896	20250103	202501	2025	2025.0082	RUS	MOSKVA	RUS								MNCUSA	BOEING	USA					MNC			0	043	043	04	1	2.8	1	1	1	-5.73613766730402	4	Tatarstan, Tatarstan, Russia	RS	RS73	25109	56.1292	53.3703	10062488	4	Tatarstan, Tatarstan, Russia	RS	RS73	25109	56.1292	53.3703	10062488	4	Tatarstan, Tatarstan, Russia	RS	RS73	25109	56.1292	53.3703	10062488	20250103141500	https://eturbonews.com/cause-boeing-737-kazan-crash-determined-loss-speed/
1218703897	20250103	202501	2025	2025.0082	RUS	KAZAN	RUS								RUSBUS	TATARSTAN	RUS					BUS			0	043	043	04	1	2.8	10	1	10	-5.73613766730402	4	Tatarstan, Tatarstan, Russia	RS	RS73	25109	56.1292	53.3703	10062488	4	Tatarstan, Tatarstan, Russia	RS	RS73	25109	56.1292	53.3703	10062488	4	Tatarstan, Tatarstan, Russia	RS	RS73	25109	56.1292	53.3703	10062488	20250103141500	https://eturbonews.com/cause-boeing-737-kazan-crash-determined-loss-speed/
1218703898	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								1	010	010	01	1	0.0	1	1	1	-10.2628285356696	1	Russia	RS	RS		60	100	RS	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	1	Russia	RS	RS		60	100	RS	20250103141500	https://www.dailymail.co.uk/news/article-14247113/Ukrainian-mother-describes-Russians-stripped-naked-15-men-rape-stopped-torturing-screamed-loud-chilling-threat-daughter-five.html
1218703899	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								1	010	010	01	1	0.0	1	1	1	-10.2628285356696	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250103141500	https://www.dailymail.co.uk/news/article-14247113/Ukrainian-mother-describes-Russians-stripped-naked-15-men-rape-stopped-torturing-screamed-loud-chilling-threat-daughter-five.html
1218703900	20250103	202501	2025	2025.0082	RUS	MOSCOW	RUS								UKR	UKRAINE	UKR								1	138	138	13	3	-7.0	1	1	1	-3.93900889453622	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250103141500	https://www.nbcmiami.com/news/business/money-report/ukraines-halt-of-russian-gas-to-europe-throws-breakaway-moldovan-region-into-crisis-mode/3506369/
1218703901	20250103	202501	2025	2025.0082	RUS	MOSCOW	RUS								UKR	KYIV	UKR								1	138	138	13	3	-7.0	5	1	5	-3.93900889453622	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250103141500	https://www.nbcmiami.com/news/business/money-report/ukraines-halt-of-russian-gas-to-europe-throws-breakaway-moldovan-region-into-crisis-mode/3506369/
1218703902	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								1	138	138	13	3	-7.0	2	1	2	-3.93900889453622	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250103141500	https://www.nbcmiami.com/news/business/money-report/ukraines-halt-of-russian-gas-to-europe-throws-breakaway-moldovan-region-into-crisis-mode/3506369/
1218703903	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								1	180	180	18	4	-9.0	2	1	2	-10.2628285356696	1	Russia	RS	RS		60	100	RS	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	1	Russia	RS	RS		60	100	RS	20250103141500	https://www.dailymail.co.uk/news/article-14247113/Ukrainian-mother-describes-Russians-stripped-naked-15-men-rape-stopped-torturing-screamed-loud-chilling-threat-daughter-five.html
1218703904	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								0	030	030	03	1	4.0	4	1	4	-0.88235294117647	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	United States	US	US		39.828175	-98.5795	US	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703905	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								0	030	030	03	1	4.0	6	1	6	-0.88235294117647	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703906	20250103	202501	2025	2025.0082	RUS	RUSSIA	RUS								tmh	TUAREG			tmh						0	120	120	12	3	-4.0	2	1	2	-2.60736196319018	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703907	20250103	202501	2025	2025.0082	RUSBUS	TATARSTAN	RUS					BUS			RUS	KAZAN	RUS								0	042	042	04	1	1.9	6	1	6	-5.73613766730402	4	Tatarstan, Tatarstan, Russia	RS	RS73	25109	56.1292	53.3703	10062488	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	20250103141500	https://eturbonews.com/cause-boeing-737-kazan-crash-determined-loss-speed/
1218703908	20250103	202501	2025	2025.0082	RUSBUS	RUSSIA	RUS					BUS			RUS	KAZAN	RUS								0	042	042	04	1	1.9	2	1	2	-5.73613766730402	4	Tatarstan, Tatarstan, Russia	RS	RS73	25109	56.1292	53.3703	10062488	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://eturbonews.com/cause-boeing-737-kazan-crash-determined-loss-speed/
1218703909	20250103	202501	2025	2025.0082	RUSBUS	RUSSIA	RUS					BUS			RUS	KAZAN	RUS								0	042	042	04	1	1.9	2	1	2	-5.73613766730402	4	Tatarstan, Tatarstan, Russia	RS	RS73	25109	56.1292	53.3703	10062488	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://eturbonews.com/cause-boeing-737-kazan-crash-determined-loss-speed/
1218703910	20250103	202501	2025	2025.0082	RUSLEG	RUSSIA	RUS					LEG			AFR	AFRICA	AFR								1	042	042	04	1	1.9	4	1	4	-2.60736196319018	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.newarab.com/news/algeria-and-russia-seek-mend-ties-after-wagner-attacks
1218703911	20250103	202501	2025	2025.0082	SAUMED	SAUDI	SAU					MED			RUS	MOSCOW	RUS								0	013	013	01	1	0.4	6	1	6	-0.88235294117647	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703912	20250103	202501	2025	2025.0082	SAUMED	SAUDI	SAU					MED			RUS	MOSCOW	RUS								0	120	120	12	3	-4.0	6	1	6	-0.88235294117647	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703913	20250103	202501	2025	2025.0082	SAUMED	SAUDI	SAU					MED			SYR	SYRIA	SYR								0	010	010	01	1	0.0	6	1	6	-0.88235294117647	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703914	20250103	202501	2025	2025.0082	SGP	SINGAPORE	SGP								BUSBUS	BUSINESS						BUS	BUS		1	020	020	02	1	3.0	10	1	10	1.39372822299652	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20250103141500	https://www.channelnewsasia.com/today/big-read/big-read-home-based-businesses-adapt-grow-4834961
1218703915	20250103	202501	2025	2025.0082	SPY	INTELLIGENCE						SPY													1	010	010	01	1	0.0	5	1	5	4.67836257309942	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20250103141500	https://www.channelweb.co.uk/news/2024/aveva-new-channel-programme
1218703916	20250103	202501	2025	2025.0082	SPY	OPERATIVE						SPY													1	193	193	19	4	-10.0	5	1	5	-3.82775119617225	0								0								0								20250103141500	https://www.nationalaccordnewspaper.com/soludo-offers-n10m-bounty-on-anambra-burial-attackers/
1218703917	20250103	202501	2025	2025.0082	SYR	SYRIAN	SYR																		0	012	012	01	1	-0.4	2	1	2	-0.88235294117647	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703918	20250103	202501	2025	2025.0082	SYR	SYRIAN	SYR																		0	071	071	07	2	7.4	7	1	7	-0.88235294117647	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	0								4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703919	20250103	202501	2025	2025.0082	SYR	SYRIA	SYR								CHR	CHRISTIAN				CHR					1	030	030	03	1	4.0	1	1	1	0.31298904538341	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250103141500	https://aleteia.org/2025/01/03/syrian-christians-must-stay-and-rebuild-nuncio-urges
1218703920	20250103	202501	2025	2025.0082	SYR	DAMASCUS	SYR								CHR	CHRISTIAN				CHR					0	040	040	04	1	1.0	8	1	8	0.31298904538341	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250103141500	https://aleteia.org/2025/01/03/syrian-christians-must-stay-and-rebuild-nuncio-urges
1218703921	20250103	202501	2025	2025.0082	SYR	SYRIA	SYR								REL	BISHOP									0	181	181	18	4	-9.0	15	1	10	0.31298904538341	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250103141500	https://aleteia.org/2025/01/03/syrian-christians-must-stay-and-rebuild-nuncio-urges
1218703922	20250103	202501	2025	2025.0082	SYR	SYRIA	SYR								RUS	MOSCOW	RUS								0	013	013	01	1	0.4	2	1	2	-0.88235294117647	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703923	20250103	202501	2025	2025.0082	SYR	SYRIA	SYR								RUS	MOSCOW	RUS								0	013	013	01	1	0.4	2	1	2	-0.88235294117647	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703924	20250103	202501	2025	2025.0082	SYR	SYRIA	SYR								RUS	RUSSIA	RUS								0	120	120	12	3	-4.0	2	1	2	-0.88235294117647	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703925	20250103	202501	2025	2025.0082	SYR	SYRIA	SYR								RUS	RUSSIA	RUS								0	120	120	12	3	-4.0	2	1	2	-0.88235294117647	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703926	20250103	202501	2025	2025.0082	SYR	SYRIA	SYR								SAU	SAUDI	SAU								0	010	010	01	1	0.0	2	1	2	-0.88235294117647	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703927	20250103	202501	2025	2025.0082	SYR	SYRIA	SYR								SAU	SAUDI	SAU								0	010	010	01	1	0.0	2	1	2	-0.88235294117647	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703928	20250103	202501	2025	2025.0082	SYR	SYRIAN	SYR								TUR	TURKEY	TUR								0	071	071	07	2	7.4	3	1	3	-0.88235294117647	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	20250103141500	https://www.ynetnews.com/article/sk08x8sljg
1218703929	20250103	202501	2025	2025.0082	TCDBUS	CHAD	TCD					BUS													1	051	051	05	1	3.4	10	1	10	14.0243902439024	1	Chad	CD	CD		15	19	CD	0								1	Chad	CD	CD		15	19	CD	20250103141500	https://www.chad.co.uk/community/portland-pathways-wins-mansfield-business-in-the-community-award-at-chad-business-excellence-awards-in-nottinghamshire-4929402
